Verhardingsobject Guid,Datum,Inspecterende organisatie,Dwarsonvlakheid,Langsonvlakheid,Oneffenheden,Rafeling,Randschade,Scheurvorming,Voegvulling,Voegwijdte,Zetting,Opmerking
{8975C126-8A47-465F-A155-2CAEB57DF2DA},14-7-2017,,G,,G,G,E1,E1,,,G,
{8975C126-8A47-465F-A155-2CAEB57DF2DA},24-4-2019,,G,,G,G,E1,G,,,G,
{89880B7D-9D36-409B-A201-B4080126AF33},23-3-2015,,G,,M1,G,M1,G,G,G,G,
{89880B7D-9D36-409B-A201-B4080126AF33},11-7-2017,,G,,G,G,G,G,,,G,
{89880B7D-9D36-409B-A201-B4080126AF33},25-3-2019,,G,,G,G,G,E1,,,G,
{8988C22E-B551-4A66-BC6D-CB05EB089106},23-3-2015,,L2,,G,G,G,G,G,G,G,
{8988C22E-B551-4A66-BC6D-CB05EB089106},7-8-2017,,G,,G,G,L1,G,,,G,
{8988C22E-B551-4A66-BC6D-CB05EB089106},29-3-2019,,G,,G,L1,G,L1,,,G,
{89A3E284-E723-41F2-9794-54CD4AD02762},20-9-2016,,G,,G,M1,G,G,G,G,,Inspectie overgenomen na correctie RvE
{89A3E284-E723-41F2-9794-54CD4AD02762},30-6-2018,,G,,G,G,G,G,,,G,Inspectie overgenomen na correctie RvE
{89A3E284-E723-41F2-9794-54CD4AD02762},16-5-2019,,G,,G,G,G,G,,,G,
{89AA1033-FA6F-4AD5-BE38-DAA9E564138E},20-9-2016,,G,,G,G,G,L1,G,G,G,
{89AA1033-FA6F-4AD5-BE38-DAA9E564138E},7-6-2018,,G,,G,G,G,G,,,G,
{89AAB336-1BC4-4328-91A7-498677FEEB2F},25-2-2015,,G,,G,G,G,G,G,G,G,
{89AAB336-1BC4-4328-91A7-498677FEEB2F},26-9-2017,,G,,G,G,G,G,G,G,G,
{89AAB336-1BC4-4328-91A7-498677FEEB2F},11-2-2019,,G,,G,G,G,G,,,G,
{89AE9BB0-1955-47D6-A720-342E0221AE12},20-9-2016,,G,,G,G,G,G,G,G,G,
{89AE9BB0-1955-47D6-A720-342E0221AE12},7-6-2018,,G,,G,G,G,G,,,G,
{89BCEAD4-C492-48DF-B5A4-AF391380CB80},8-5-2015,,G,,G,G,G,G,G,G,G,
{89BCEAD4-C492-48DF-B5A4-AF391380CB80},27-7-2017,,G,,G,G,G,G,,,G,
{89BCEAD4-C492-48DF-B5A4-AF391380CB80},19-4-2019,,G,,G,G,G,G,,,G,
{89C83B67-7D23-4C7A-AF16-53A00448EE55},20-9-2016,,G,,G,G,G,G,G,G,G,
{89C83B67-7D23-4C7A-AF16-53A00448EE55},7-6-2018,,G,,G,G,G,G,,,G,
{89D27F85-BE41-4DE3-AB67-7EC9E440BDED},20-9-2016,,G,,G,G,G,G,G,G,G,
{89D27F85-BE41-4DE3-AB67-7EC9E440BDED},15-5-2018,,G,,G,G,G,G,,,G,
{89D27F85-BE41-4DE3-AB67-7EC9E440BDED},18-2-2019,,G,,G,G,G,G,,,G,
{89D85DFD-696B-4FF0-8BE5-C4A291773671},20-9-2016,,G,,G,G,M1,G,G,G,G,
{89D85DFD-696B-4FF0-8BE5-C4A291773671},5-6-2018,,G,,G,G,G,G,,,G,
{89D85DFD-696B-4FF0-8BE5-C4A291773671},24-5-2019,,G,,G,L1,G,G,,,G,
{89E33700-1F23-455C-BC1B-C987458CC621},21-1-2015,,G,,G,G,G,G,G,G,G,
{89E33700-1F23-455C-BC1B-C987458CC621},26-9-2017,,G,,G,G,G,G,G,G,G,
{89E33700-1F23-455C-BC1B-C987458CC621},7-2-2019,,G,,G,G,G,G,,,G,
{89E453B1-11D4-4FC1-8609-1292026F33B2},27-6-2018,,G,,G,G,G,G,,,G,
{89EDFE8D-2B4C-466D-B176-2AD11FABC3F3},20-9-2016,,G,,G,L2,G,M1,G,G,G,
{89EDFE8D-2B4C-466D-B176-2AD11FABC3F3},29-5-2018,,G,,G,G,G,L1,,,G,
{89EDFE8D-2B4C-466D-B176-2AD11FABC3F3},25-2-2019,,G,,G,G,G,G,,,G,
{89F2976A-D533-42DB-9C1C-080D9D8C93D9},1-1-2015,,G,,G,M1,G,G,G,G,G,
{89F2976A-D533-42DB-9C1C-080D9D8C93D9},10-8-2017,,G,,G,G,G,G,,,G,
{89F2976A-D533-42DB-9C1C-080D9D8C93D9},9-5-2019,,G,,G,G,G,G,,,G,
{89F3D5AD-E21D-4317-9D0B-EAC134D8FB95},16-3-2016,,G,,G,L2,M1,G,G,G,G,
{89F3D5AD-E21D-4317-9D0B-EAC134D8FB95},14-6-2018,,G,,G,L1,E1,G,,,G,
{89FD570F-FB4B-437A-B19C-42A16B104C20},7-8-2017,,G,,G,G,E1,E1,,,G,
{89FD570F-FB4B-437A-B19C-42A16B104C20},29-3-2019,,G,,G,G,E1,E1,,,G,
{8A02757B-6115-43AC-AAE9-6398C0FC51C7},23-3-2015,,G,,G,G,G,G,G,G,G,
{8A02757B-6115-43AC-AAE9-6398C0FC51C7},21-7-2017,,G,,G,G,G,G,,,G,
{8A02757B-6115-43AC-AAE9-6398C0FC51C7},19-4-2019,,G,,M1,,,,,G,G,
{8A04653B-6F27-4C24-AC05-7CC79500B3BF},29-6-2018,,G,,G,G,G,G,,,G,
{8A0506B5-EF80-4E07-8F28-D414C053200C},15-4-2014,,G,,G,L1,G,G,G,G,G,
{8A0506B5-EF80-4E07-8F28-D414C053200C},2-7-2018,,G,,G,G,G,G,,,G,
{8A06A779-DFCD-4E66-BB77-D276712FD5A3},20-9-2016,,G,,G,L3,G,G,G,G,G,
{8A06A779-DFCD-4E66-BB77-D276712FD5A3},20-6-2018,,G,,G,G,G,G,,,G,Reconstructie
{8A06A779-DFCD-4E66-BB77-D276712FD5A3},20-6-2018,,G,,G,G,G,G,,,G,Reconstructie
{8A0B533F-92F4-4797-ADEF-7FC02E678C53},14-1-2015,,L1,,M1,G,G,E2,G,G,G,
{8A0B533F-92F4-4797-ADEF-7FC02E678C53},26-9-2017,,M1,,G,G,G,E1,G,G,G,
{8A0B533F-92F4-4797-ADEF-7FC02E678C53},21-2-2019,,M1,,G,G,E1,E1,,,G,
{8A103827-1750-401C-A056-126B6500AF95},20-9-2016,,G,,G,G,G,G,G,G,G,
{8A103827-1750-401C-A056-126B6500AF95},18-5-2018,,G,,G,G,G,G,,,G,
{8A106DF0-9CE7-4ED6-A93A-E95327EC45AE},19-7-2017,,G,,G,M1,G,L2,,,G,
{8A106DF0-9CE7-4ED6-A93A-E95327EC45AE},8-4-2019,,G,,G,M1,G,G,,,G,
{8A151A95-D7EA-415D-9717-A094B8F85204},27-3-2017,,G,,G,G,G,G,G,G,G,
{8A151A95-D7EA-415D-9717-A094B8F85204},20-3-2019,,G,,G,G,G,G,,,G,
{8A162D77-87AA-4550-B356-E1CDA45C73C6},16-3-2016,,G,,G,L1,G,G,G,G,G,
{8A162D77-87AA-4550-B356-E1CDA45C73C6},7-6-2018,,G,,G,G,G,G,,,G,
{8A27BD91-58CD-4334-B206-4950BBFC1769},16-3-2016,,G,,G,G,G,G,G,G,G, - fp rood asfalt
{8A27BD91-58CD-4334-B206-4950BBFC1769},7-6-2018,,G,,G,G,M1,G,,,G,
{8A289603-BE17-4FC6-8001-0A03156C18AD},20-9-2016,,G,,G,L1,G,G,G,G,G,
{8A289603-BE17-4FC6-8001-0A03156C18AD},22-5-2018,,G,,G,G,G,G,,,G,
{8A2E1A75-E6E8-43E5-B585-8873FEE665D8},26-5-2015,,G,,G,L1,G,G,G,G,G,
{8A2E1A75-E6E8-43E5-B585-8873FEE665D8},27-7-2017,,G,,G,G,G,G,,,G,
{8A2E1A75-E6E8-43E5-B585-8873FEE665D8},23-4-2019,,G,,G,G,G,G,,,G,
{8A2F82C9-B127-4705-B2B7-CF7C666D64D2},21-1-2015,,G,,G,G,G,G,G,G,G,
{8A2F82C9-B127-4705-B2B7-CF7C666D64D2},26-9-2017,,G,,G,G,G,G,G,G,G,
{8A2F82C9-B127-4705-B2B7-CF7C666D64D2},12-2-2019,,G,,G,G,G,G,,,G,
{8A4AAA96-92A7-4600-B130-F823D748923D},7-8-2017,,G,,G,G,E3,E3,,,G,
{8A4AAA96-92A7-4600-B130-F823D748923D},29-3-2019,,G,,G,G,E3,E3,,,G,
{8A52F3E4-05F9-4679-B58D-3B0CB0993B1D},2-2-2015,,G,,G,L2,E1,E1,G,G,G,
{8A52F3E4-05F9-4679-B58D-3B0CB0993B1D},26-9-2017,,G,,G,L2,E1,M1,G,G,G,
{8A52F3E4-05F9-4679-B58D-3B0CB0993B1D},10-1-2019,,G,,G,G,E1,G,,,G,
{8A532B04-2CF3-41FF-90A3-019FD7A6D488},4-5-2015,,G,,G,G,G,G,G,G,G,
{8A532B04-2CF3-41FF-90A3-019FD7A6D488},20-7-2017,,G,,G,G,G,G,,,G,
{8A532B04-2CF3-41FF-90A3-019FD7A6D488},21-3-2019,,G,,G,G,G,G,,,G,
{8A550CCF-04E6-4CD0-8E92-6C6AF08438E6},20-9-2016,,G,,G,L2,G,G,G,G,G,
{8A550CCF-04E6-4CD0-8E92-6C6AF08438E6},30-5-2018,,G,,G,L1,G,G,,,G,
{8A62517F-9DD8-431A-9831-44AB237B7BC3},20-9-2016,,M1,,G,L2,G,G,G,G,G,
{8A62517F-9DD8-431A-9831-44AB237B7BC3},12-6-2018,,L1,,G,G,G,G,,,G,
{8A6AC301-0F33-4986-8B15-3EE45CD96586},11-2-2015,,G,,G,G,G,L1,G,G,G,
{8A6AC301-0F33-4986-8B15-3EE45CD96586},26-9-2017,,G,,G,L1,G,L1,G,G,G,
{8A6AC301-0F33-4986-8B15-3EE45CD96586},29-1-2019,,G,,G,G,G,G,,,G,
{8A773461-F0D3-4999-B5A6-373D3840AFF9},20-9-2016,,G,,G,L1,G,G,G,G,G,
{8A773461-F0D3-4999-B5A6-373D3840AFF9},30-5-2018,,G,,G,G,G,G,,,G,
{8A773461-F0D3-4999-B5A6-373D3840AFF9},27-3-2019,,G,,G,G,G,G,,,G,
{8A7D9E53-A912-4D04-A919-D3ED2A99EF4A},16-3-2016,,G,,G,L2,G,G,G,G,G,
{8A7D9E53-A912-4D04-A919-D3ED2A99EF4A},6-6-2018,,G,,G,G,G,G,,,G,
{8A7FC1D8-6F6B-4085-8F86-6EA4602002C9},20-9-2016,,G,,G,G,G,G,G,G,G,
{8A7FC1D8-6F6B-4085-8F86-6EA4602002C9},29-5-2018,,G,,G,G,G,G,,,G,
{8A7FC1D8-6F6B-4085-8F86-6EA4602002C9},18-3-2019,,,,,,,,,,G,
{8A80F9FE-9B93-4EFE-878E-23BE287FE585},1-1-2015,,G,,G,G,G,G,G,G,G,
{8A80F9FE-9B93-4EFE-878E-23BE287FE585},11-8-2017,,G,,G,G,G,G,,,G,
{8A80F9FE-9B93-4EFE-878E-23BE287FE585},8-5-2019,,G,,G,G,G,G,,,G,
{8A82E406-327C-4041-8C0B-B2C84E183997},23-3-2015,,G,,G,L1,G,L1,G,G,G,
{8A82E406-327C-4041-8C0B-B2C84E183997},13-7-2017,,G,,G,L1,G,L1,,,G,
{8A82E406-327C-4041-8C0B-B2C84E183997},28-3-2019,,G,,M1,G,G,L1,,,G,
{8A84AFAB-E8DB-41DF-A450-4A15C3CDEC92},2-5-2014,,G,,M1,G,G,M1,G,G,G,
{8A84AFAB-E8DB-41DF-A450-4A15C3CDEC92},19-6-2018,,G,,G,L1,G,G,,,G,
{8A86D608-D2A0-4A8C-A411-F14412214721},1-1-2015,,G,,G,L1,G,G,G,G,G,
{8A86D608-D2A0-4A8C-A411-F14412214721},10-8-2017,,G,,G,L1,G,G,,,G,
{8A86D608-D2A0-4A8C-A411-F14412214721},9-5-2019,,G,,G,L1,L1,L1,,,G,
{8A88B1FB-7C6A-4C9B-8D95-0FFEB38D510B},10-4-2014,,G,,G,G,E1,E1,G,G,G,
{8A88B1FB-7C6A-4C9B-8D95-0FFEB38D510B},3-7-2018,,G,,G,G,G,G,,,G,
{8AAA1EF5-829B-42D2-8073-1945119C10ED},20-9-2016,,G,,G,L1,G,G,G,G,G,
{8AAA1EF5-829B-42D2-8073-1945119C10ED},3-7-2018,,G,,G,G,G,G,,,G,
{8AAA4F5D-6109-4CEB-8FF1-55F0710B5117},15-4-2014,,G,,G,M1,G,G,G,G,G,Gefundeerde riolering
{8AAA4F5D-6109-4CEB-8FF1-55F0710B5117},18-6-2018,,G,,G,M2,G,G,,,G,
{8AC23F94-76D8-488E-B9CF-DB2D2F7FDC7E},21-4-2015,,G,,G,L1,G,M1,G,G,G,
{8AC23F94-76D8-488E-B9CF-DB2D2F7FDC7E},26-7-2017,,G,,G,L1,G,L1,,,G,
{8AC23F94-76D8-488E-B9CF-DB2D2F7FDC7E},26-4-2019,,G,,G,G,G,G,,,G,
{8AD30F38-58F1-4DA4-A9DA-340D933186D3},1-1-2015,,G,,L1,G,M1,M1,G,G,G,
{8AD30F38-58F1-4DA4-A9DA-340D933186D3},28-7-2017,,G,,G,G,E1,E1,,,G,
{8AD30F38-58F1-4DA4-A9DA-340D933186D3},14-5-2019,,G,,G,G,M1,L1,,,G,
{8ADC8D90-8336-4475-82EF-3C6CC2F65F01},6-5-2014,,G,,G,G,G,G,G,G,G,
{8ADC8D90-8336-4475-82EF-3C6CC2F65F01},26-6-2018,,G,,G,L1,G,G,,,G,
{8AE01E19-1419-4761-A997-43429F590671},13-5-2015,,G,,G,G,G,M1,G,G,G,
{8AE01E19-1419-4761-A997-43429F590671},17-7-2017,,G,,G,G,G,M1,,,G,
{8AE01E19-1419-4761-A997-43429F590671},15-4-2019,,G,,G,G,G,G,,,G,
{8AF4C824-AF64-4838-810C-3784D63778B9},9-3-2015,,G,,G,G,G,G,G,G,G,
{8AF4C824-AF64-4838-810C-3784D63778B9},26-9-2017,,G,,G,G,G,G,G,G,G,
{8AF4C824-AF64-4838-810C-3784D63778B9},8-2-2019,,G,,G,G,G,G,,,G,
{8B007DE6-FA90-4B9C-BC64-20B371C3C9EC},16-3-2016,,G,,G,G,M1,G,G,G,G,
{8B007DE6-FA90-4B9C-BC64-20B371C3C9EC},12-6-2018,,G,,G,G,G,G,,,G,
{8B0B68D2-3CE7-469A-876D-5CD4572E8757},19-2-2015,,G,,G,G,G,G,G,G,G,
{8B0B68D2-3CE7-469A-876D-5CD4572E8757},26-9-2017,,G,,G,L1,G,G,G,G,G,
{8B0B68D2-3CE7-469A-876D-5CD4572E8757},7-2-2019,,G,,G,G,G,G,,,G,
{8B11232B-3247-4DE4-81C4-C7F4E8D5C8E2},20-9-2016,,G,,G,L1,G,M1,G,G,G,
{8B11232B-3247-4DE4-81C4-C7F4E8D5C8E2},29-5-2018,,G,,G,G,L1,G,,,G,
{8B11232B-3247-4DE4-81C4-C7F4E8D5C8E2},9-5-2019,,G,,G,G,M1,G,,,G,
{8B1E5329-BD27-42CC-8BBE-34BAE4C217C4},17-2-2015,,G,,G,G,G,G,G,G,G,
{8B1E5329-BD27-42CC-8BBE-34BAE4C217C4},26-9-2017,,G,,G,G,G,G,G,G,G,
{8B1E5329-BD27-42CC-8BBE-34BAE4C217C4},15-2-2019,,G,,G,G,G,G,,,G,
{8B219100-E77F-46C6-A187-3135C1F7A79A},20-9-2016,,G,,G,G,L1,G,G,G,G,
{8B219100-E77F-46C6-A187-3135C1F7A79A},5-6-2018,,G,,G,G,G,G,,,G,
{8B219100-E77F-46C6-A187-3135C1F7A79A},24-5-2019,,G,,G,G,G,G,,,G,
{8B3807B4-BC13-4A29-8803-C95F852FD1C3},15-8-2017,,G,,G,G,E1,G,,,G,Mutatie
{8B3807B4-BC13-4A29-8803-C95F852FD1C3},12-2-2019,,G,,G,G,G,G,,,G,
{8B3FC479-A3BD-4F4F-829B-533E37A815E0},10-5-2016,,G,,G,L1,G,L2,G,G,G,
{8B3FC479-A3BD-4F4F-829B-533E37A815E0},22-5-2018,,G,,G,G,G,L2,,,G,
{8B438FEF-B98B-4B20-92DA-584B6D953CE1},20-3-2015,,L2,,G,L1,E2,E2,G,G,G,
{8B438FEF-B98B-4B20-92DA-584B6D953CE1},7-8-2017,,L1,,G,G,E3,E3,,,G,
{8B438FEF-B98B-4B20-92DA-584B6D953CE1},28-3-2019,,G,,G,G,G,G,,,G,
{8B5AA395-BC9D-47AE-96DF-E0F5CF007AC7},24-2-2015,,G,,G,L1,G,G,G,G,G,
{8B5AA395-BC9D-47AE-96DF-E0F5CF007AC7},26-9-2017,,G,,G,G,G,G,G,G,G,
{8B5AA395-BC9D-47AE-96DF-E0F5CF007AC7},7-2-2019,,G,,G,G,G,G,,,G,
{8B5D94FE-6758-4CF0-A7A9-63FC7BADDE6F},29-4-2015,,G,,G,L1,G,G,G,G,G,
{8B5D94FE-6758-4CF0-A7A9-63FC7BADDE6F},19-7-2017,,G,,G,L1,G,G,,,G,
{8B5D94FE-6758-4CF0-A7A9-63FC7BADDE6F},26-4-2019,,G,,G,G,G,G,,,G,
{8B6EB1E4-195B-4757-940A-99BC9AA71F9E},16-3-2016,,G,,G,E1,G,G,G,G,G,
{8B6EB1E4-195B-4757-940A-99BC9AA71F9E},8-6-2018,,G,,G,M1,G,G,,,G,
{8B727672-3C1C-4156-8B57-E441FC0EFA7B},15-4-2014,,G,,G,G,G,G,G,G,G,
{8B727672-3C1C-4156-8B57-E441FC0EFA7B},4-7-2018,,G,,G,G,G,G,,,G,
{8B7607C6-2827-4D54-B60F-28275527EA36},15-6-2018,,G,,G,L1,G,L1,,,G,
{8B7724BC-85EE-4B95-9A32-9B4A2F829F7D},10-5-2016,,G,,G,G,G,G,G,G,G,
{8B7724BC-85EE-4B95-9A32-9B4A2F829F7D},14-5-2018,,G,,G,G,G,G,,,G,
{8B77C3C7-8E55-4F13-ABE0-92E006683EED},20-9-2016,,G,,G,G,G,G,G,G,G,
{8B77C3C7-8E55-4F13-ABE0-92E006683EED},7-6-2018,,G,,G,G,G,G,,,G,
{8B7A8964-9637-4616-A602-07084532916D},16-3-2016,,G,,G,L1,G,G,G,G,G,
{8B7A8964-9637-4616-A602-07084532916D},15-6-2018,,G,,G,G,G,G,,,G,
{8B7B68B3-AC2A-4AC6-9CA3-296FB635CD20},20-9-2016,,G,,G,G,G,G,G,G,G,
{8B7B68B3-AC2A-4AC6-9CA3-296FB635CD20},1-6-2018,,G,,G,G,G,G,,,G,
{8B7B68B3-AC2A-4AC6-9CA3-296FB635CD20},12-2-2019,,G,,G,G,G,G,,,G,
{8B82B049-66CB-402C-9745-83DD290E5AC6},10-5-2016,,G,,G,G,G,G,G,G,G,
{8B82B049-66CB-402C-9745-83DD290E5AC6},4-5-2018,,G,,G,G,G,G,,,G,
{8B85947F-ABEF-45EF-881A-AEA1B81DD4E1},25-2-2015,,L2,,G,L1,E1,M1,G,G,G,
{8B85947F-ABEF-45EF-881A-AEA1B81DD4E1},26-9-2017,,G,,G,G,G,G,G,G,G,
{8B85947F-ABEF-45EF-881A-AEA1B81DD4E1},7-2-2019,,G,,G,G,G,G,,,G,
{8B8BBDFE-6E53-4D08-B197-299D4EDB9371},20-9-2016,,G,,G,G,G,G,G,G,G,
{8B8BBDFE-6E53-4D08-B197-299D4EDB9371},30-5-2018,,G,,G,G,G,G,,,G,
{8B8BCBD9-5AD6-4D19-BA19-D24B94E9294C},10-5-2016,,G,,G,L2,G,M1,G,G,G,
{8B8BCBD9-5AD6-4D19-BA19-D24B94E9294C},23-5-2018,,L1,,G,G,G,M1,,,G,
{8B8E73E1-D4FC-432E-9662-C7E9E9BEA283},23-4-2014,,G,,G,M1,E1,E1,G,G,G,
{8B8E73E1-D4FC-432E-9662-C7E9E9BEA283},20-6-2018,,G,,G,E1,E1,E1,,,G,
{8B8FABA9-26A4-4ED4-A6FD-36643C75D251},14-1-2015,,G,,G,L1,G,G,G,G,G,
{8B8FABA9-26A4-4ED4-A6FD-36643C75D251},26-9-2017,,G,,G,G,G,G,G,G,G,
{8B8FABA9-26A4-4ED4-A6FD-36643C75D251},18-1-2019,,G,,G,G,G,G,,,G,
{8B91EE4F-1346-4BA7-BE96-F6727087BFCE},16-3-2016,,G,,G,G,G,G,G,G,G,
{8B91EE4F-1346-4BA7-BE96-F6727087BFCE},11-5-2018,,G,,G,G,G,G,,,G,
{8B92AF00-5953-4111-B4DD-C98A4B90FBE6},20-9-2016,,G,,G,G,G,G,G,G,G,
{8B92AF00-5953-4111-B4DD-C98A4B90FBE6},22-5-2018,,G,,G,L1,G,G,,,G,
{8B92AF00-5953-4111-B4DD-C98A4B90FBE6},17-12-2018,,G,,G,G,G,G,,,G,
{8B93F76A-5324-4AB2-9F9D-8D14E671C0C4},1-1-2014,,G,,G,G,L1,L1,G,G,G,
{8B93F76A-5324-4AB2-9F9D-8D14E671C0C4},2-8-2017,,G,,G,L1,E1,G,,,G,
{8B93F76A-5324-4AB2-9F9D-8D14E671C0C4},16-5-2019,,G,,G,L1,E1,G,,,G,
{8B95CC4F-C07C-4ADB-9926-4A067934B6AB},16-3-2016,,G,,G,G,G,G,G,G,G,
{8B95CC4F-C07C-4ADB-9926-4A067934B6AB},8-6-2018,,G,,G,G,G,G,,,G,
{8BADDC68-CF2C-4FDD-933E-22F5DF5FC8DD},16-3-2016,,G,,G,G,G,G,G,G,G,
{8BADDC68-CF2C-4FDD-933E-22F5DF5FC8DD},6-6-2018,,G,,G,G,G,G,,,G,
{8BAF7A44-182E-44BF-8EA1-2349C392F39C},20-4-2015,,G,,E1,E2,E1,E2,G,G,G,
{8BB3A872-04E2-4A4B-A492-54DB1E84AB53},18-4-2014,,G,,G,L1,G,L2,G,G,G,
{8BB3A872-04E2-4A4B-A492-54DB1E84AB53},7-6-2018,,G,,G,L1,G,L3,,,G,
{8BCC0C6F-39BB-46AB-B5C5-EF5BF902066E},21-6-2018,,G,,G,G,G,L2,,,G,
{8BD3AADF-3D9E-43C0-974B-B161B0024D2C},2-3-2015,,G,,G,G,G,G,G,G,G,
{8BD3AADF-3D9E-43C0-974B-B161B0024D2C},26-9-2017,,G,,G,G,G,G,G,G,G,
{8BD3AADF-3D9E-43C0-974B-B161B0024D2C},5-2-2019,,G,,G,G,G,G,,,G,
{8BD5A1D2-ED83-43D6-94DA-D9E325950FFE},24-7-2017,,G,,G,G,G,G,,,G,Mutatie
{8BD5A1D2-ED83-43D6-94DA-D9E325950FFE},1-5-2019,,G,,G,G,G,G,,,G,
{8BD73F30-61C1-4F04-9A28-9EFF05C07AF8},4-3-2015,,G,,M1,M1,G,E1,G,G,G,
{8BD73F30-61C1-4F04-9A28-9EFF05C07AF8},26-9-2017,,G,,G,G,G,G,G,G,G,
{8BD73F30-61C1-4F04-9A28-9EFF05C07AF8},13-2-2019,,G,,G,G,G,G,,,G,
{8BDAFD28-0D8D-444C-A2DD-EC104193A0BD},10-5-2016,,G,,G,G,G,G,G,G,G,
{8BDAFD28-0D8D-444C-A2DD-EC104193A0BD},18-5-2018,,G,,G,G,G,G,,,G,
{8BDB637A-FFC0-4E59-A72F-EA1BB99EC5F0},2-5-2014,,G,,G,G,E2,L1,G,G,G,
{8BDB637A-FFC0-4E59-A72F-EA1BB99EC5F0},18-6-2018,,G,,E1,E1,E1,E1,,,G,
{8BE531C8-4113-47CC-8969-5923CBF7B7F7},16-3-2016,,G,,G,L2,G,G,G,G,G,
{8BE531C8-4113-47CC-8969-5923CBF7B7F7},13-6-2018,,G,,G,M1,G,G,,,G,
{8BE6D29F-B32A-415A-BED4-0A2236429FFF},20-9-2016,,G,,G,G,G,G,G,G,G,
{8BE6D29F-B32A-415A-BED4-0A2236429FFF},22-5-2018,,G,,G,G,G,G,,,G,
{8BFF2310-B13A-447E-8D65-76BBA6A2DFF8},16-2-2015,,G,,G,L1,M1,G,G,G,G,
{8BFF2310-B13A-447E-8D65-76BBA6A2DFF8},26-9-2017,,G,,G,L1,M1,G,G,G,G,
{8BFF2310-B13A-447E-8D65-76BBA6A2DFF8},21-2-2019,,G,,G,G,G,G,,,G,
{8C12D5DA-3358-4E6F-9AF0-7ADF099C31D7},10-5-2016,,G,,G,G,G,G,G,G,G,
{8C12D5DA-3358-4E6F-9AF0-7ADF099C31D7},17-5-2018,,G,,G,G,G,G,,,G,
{8C17788A-A4D9-4552-B516-F7825531DADE},19-7-2017,,G,,G,G,G,G,,,G,
{8C17788A-A4D9-4552-B516-F7825531DADE},8-4-2019,,G,,G,G,G,G,,,G,
{8C18AF3A-C7DC-4A7C-8F02-381C1914E8C8},23-3-2015,,G,,G,G,G,G,G,G,G,
{8C18AF3A-C7DC-4A7C-8F02-381C1914E8C8},10-7-2017,,G,,G,L1,G,G,,,G,
{8C18AF3A-C7DC-4A7C-8F02-381C1914E8C8},25-3-2019,,G,,G,G,G,G,,,G,
{8C200662-7179-40FD-BB56-D81245B66B5F},23-3-2015,,G,,G,M1,G,G,G,G,G,
{8C200662-7179-40FD-BB56-D81245B66B5F},13-7-2017,,G,,G,M1,G,G,,,G,
{8C200662-7179-40FD-BB56-D81245B66B5F},25-3-2019,,G,,G,G,G,G,,,G,
{8C201CE4-6308-45B9-8261-4D3A146A7C52},18-4-2014,,G,,G,L1,M1,L3,G,G,G,
{8C201CE4-6308-45B9-8261-4D3A146A7C52},7-6-2018,,G,,G,G,G,G,,,G,
{8C20CE08-A85A-468F-8F35-2210A81EB6C8},6-2-2015,,G,,G,G,G,G,G,G,G,
{8C20CE08-A85A-468F-8F35-2210A81EB6C8},26-9-2017,,G,,G,G,G,G,G,G,G,
{8C20CE08-A85A-468F-8F35-2210A81EB6C8},30-1-2019,,G,,G,G,G,G,,,G,
{8C265928-E231-4CCC-BF82-5EACB183E24A},14-1-2015,,G,,G,L1,G,L1,G,G,G,
{8C265928-E231-4CCC-BF82-5EACB183E24A},26-9-2017,,G,,G,L1,G,M1,G,G,G,
{8C265928-E231-4CCC-BF82-5EACB183E24A},20-12-2018,,G,,G,L1,G,G,,,G,
{8C29D846-AABA-492B-9663-E2EB00CC5AE5},21-3-2017,,G,,G,G,G,G,G,G,G,
{8C29D846-AABA-492B-9663-E2EB00CC5AE5},19-3-2019,,G,,G,G,G,G,,,G,
{8C2E2749-DDF9-4FAE-84E2-217B5A5948F6},1-1-2015,,G,,G,G,G,G,G,G,G,
{8C2E2749-DDF9-4FAE-84E2-217B5A5948F6},14-8-2017,,G,,G,G,G,G,,,G,
{8C2E2749-DDF9-4FAE-84E2-217B5A5948F6},29-5-2019,,G,,G,G,G,G,,,G,
{8C322FBE-511C-469F-889F-1F0585618070},8-5-2014,,G,,G,L1,G,G,G,G,G,
{8C322FBE-511C-469F-889F-1F0585618070},25-6-2018,,G,,G,G,E1,G,,,G,
{8C37051C-86A4-49C8-9CF4-C7BEEBF9DC7C},13-4-2017,,G,,G,M1,G,M1,G,G,G,
{8C37051C-86A4-49C8-9CF4-C7BEEBF9DC7C},18-3-2019,,G,,G,L1,G,M1,,,G,
{8C396D80-F863-43B3-9ADE-77D3C9DB65F9},20-9-2016,,G,,G,G,G,G,G,G,G,
{8C396D80-F863-43B3-9ADE-77D3C9DB65F9},1-6-2018,,G,,G,G,G,G,,,G,
{8C396D80-F863-43B3-9ADE-77D3C9DB65F9},12-2-2019,,G,,G,G,G,G,,,G,
{8C3BDFD4-9987-40CB-9523-1BAC62E5962B},20-9-2016,,G,,G,G,G,G,G,G,G,geen toestemming om te betreden
{8C3BDFD4-9987-40CB-9523-1BAC62E5962B},3-9-2018,,G,,G,M2,G,G,,,G,
{8C3FD781-A331-49B3-BD43-E73F45296060},23-9-2016,,G,,G,G,G,G,G,G,G,
{8C3FD781-A331-49B3-BD43-E73F45296060},21-6-2019,,G,,G,G,G,G,,,G,
{8C403614-3230-44B5-A33D-1BC8D50BBED2},20-9-2016,,E1,,G,M1,E1,L2,G,G,G,
